Cabinet,Dept,Program,Expense Category,FY21 Actual Expense,FY22 Actual Expense,FY23 Appropriation,FY24 Adopted
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Supplies & Materials,42306.5,88203.61,119557.6292,120144.88
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Current Charges & Obligations,543362.84,545450.38,532500,553793.84
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Equipment,5728.77,2101.09,#Missing,#Missing
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Personnel Services,778921.81,885496.19,849731.2846,778952.7315
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Contractual Services,1521428.89,2107528.41,2088613.896,2232471.062
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Supplies & Materials,67358.42,88775.26,72612.1367,80523.39
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Current Charges & Obligations,2597.9,3043.89,3670,3434.61
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Equipment,52060.03,167436.91,139738,147662.1675
Streets Cabinet,Public Works Department,Engineering,Personnel Services,1571889.52,1642214.86,2142933.784,2244181.172
Streets Cabinet,Public Works Department,Engineering,Contractual Services,78361.72,107940.98,94795,153001
Streets Cabinet,Public Works Department,Engineering,Supplies & Materials,16161.32,34971.37,23660.6278,26360
Streets Cabinet,Public Works Department,Engineering,Current Charges & Obligations,28473.37,17237.51,29549.95,61144.61
Streets Cabinet,Public Works Department,Engineering,Equipment,32245.17,61512.09,49988.5,48262.98196
Streets Cabinet,Public Works Department,Construction Management,Personnel Services,2084686.08,1913977.58,3100902.287,3108255.584
Streets Cabinet,Public Works Department,Construction Management,Contractual Services,193588.18,95534.81,203250,404698
Streets Cabinet,Public Works Department,Construction Management,Supplies & Materials,34780.79,39182.6,43957.7847,44360.08
Streets Cabinet,Public Works Department,Construction Management,Current Charges & Obligations,7054.4,5940.21,9800,7814.61
Streets Cabinet,Public Works Department,Construction Management,Equipment,68985.88,105797.43,43234,94516.9
Streets Cabinet,Public Works Department,Highway Field Operations,Personnel Services,9353442.33,9832977.75,10923055.05,11082436.33
Streets Cabinet,Public Works Department,Highway Field Operations,Contractual Services,6103253.55,5950093.6,7046599.03,7447292.4
Streets Cabinet,Public Works Department,Highway Field Operations,Supplies & Materials,830780.41,1285184.71,1254842,1468600
Streets Cabinet,Public Works Department,Highway Field Operations,Current Charges & Obligations,12757.02,12821.28,35000,3852.29
Streets Cabinet,Public Works Department,Highway Field Operations,Equipment,1463636.97,2056497.5,1933455.86,2121862.823
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Personnel Services,1099802.32,1148341.69,1117324.485,1161828.309
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Contractual Services,832114.59,1178242.98,831900,850666.125
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Supplies & Materials,4103.49,4523.66,26848.851,26344
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Current Charges & Obligations,465.6,973.91,800,423.38
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Equipment,6361.14,#Missing,#Missing,#Missing
Streets Cabinet,Public Works Department,Street Lights,Personnel Services,2806076.3,2911821.59,3361145.354,3480114.379
Streets Cabinet,Public Works Department,Street Lights,Contractual Services,5536210.99,7990912.21,6679422.041,7928238.822
Streets Cabinet,Public Works Department,Street Lights,Supplies & Materials,114078.52,131930.24,110935.9,127190
Streets Cabinet,Public Works Department,Street Lights,Current Charges & Obligations,5403.56,5368.7,13000,8292.27
Streets Cabinet,Public Works Department,Street Lights,Equipment,205060.58,222153.66,547533.01,803807.5443
Streets Cabinet,Public Works Department,Street Lights,Other Expenses,388607.02,537655.82,600000,600000
Streets Cabinet,Public Works Department,Waste Reduction,Personnel Services,2400600.94,2582696.08,2987813.828,3053404.872
Streets Cabinet,Public Works Department,Waste Reduction,Contractual Services,53818890.42,53067528.4,56653684.37,63984770.91
Streets Cabinet,Public Works Department,Waste Reduction,Supplies & Materials,520841.84,577671.68,506122.5134,139690
Streets Cabinet,Public Works Department,Waste Reduction,Current Charges & Obligations,14936.68,19900.04,4330,3396.92
Streets Cabinet,Public Works Department,Waste Reduction,Equipment,12559.2,92431.12,191954.5,361126.1259
Streets Cabinet,Snow & Winter Management,Snow & Winter Management,Contractual Services,18487266.41,28289692.87,22640141.3,22640141.6
Streets Cabinet,Snow & Winter Management,Snow & Winter Management,Supplies & Materials,44579.3,48000,57500,57500
Streets Cabinet,Snow & Winter Management,Snow & Winter Management,Current Charges & Obligations,#Missing,#Missing,#Missing,0
Streets Cabinet,Snow & Winter Management,Snow & Winter Management,Equipment,170607.39,179796.13,833172.55,1049666.14
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Personnel Services,862628.97,1112267.33,1028542.685,1084266.955
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Contractual Services,133068.91,171196.42,1112750,1212750
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Supplies & Materials,23480.52,91705.23,35600,35600
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Current Charges & Obligations,100682.88,145864.07,152650,156422
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Equipment,#Missing,14970.74,1200,1200
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Personnel Services,2124967.22,2302469.47,2387923.662,2582515.502
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Contractual Services,313426.92,547594.88,294975,294975
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Supplies & Materials,4500,4750,3750,0
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Current Charges & Obligations,18623.73,17521.34,40300,40300
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Equipment,47739.62,46689.64,22820,47143.76
Streets Cabinet,Transportation Department,Policy & Planning,Personnel Services,1654417.1,1781946.41,2721211.06,2687306.466
Streets Cabinet,Transportation Department,Policy & Planning,Contractual Services,666829.5,1354300.9,889850,1759850
Streets Cabinet,Transportation Department,Policy & Planning,Supplies & Materials,1341.69,4176.5,#Missing,0
Streets Cabinet,Transportation Department,Policy & Planning,Current Charges & Obligations,13214.12,#Missing,5000,5000
Streets Cabinet,Transportation Department,Policy & Planning,Equipment,#Missing,#Missing,#Missing,30754.745
Streets Cabinet,Transportation Department,Traffic Enforcement,Personnel Services,13671294.43,13414615.9,14755193.53,15043906.05
Streets Cabinet,Transportation Department,Traffic Enforcement,Contractual Services,557799.02,755705.29,711528.3104,784131.2174
Streets Cabinet,Transportation Department,Traffic Enforcement,Supplies & Materials,302471.74,399852.5,366818,411625
Streets Cabinet,Transportation Department,Traffic Enforcement,Current Charges & Obligations,127066.98,166336.34,171300,168548
Streets Cabinet,Transportation Department,Traffic Enforcement,Equipment,638053.17,796824.65,866846.72,962758.45
Streets Cabinet,Transportation Department,Traffic Operations,Personnel Services,4023479.5,3876977.67,4222487.955,4036864.227
Streets Cabinet,Transportation Department,Traffic Operations,Contractual Services,2495384.46,3465207.42,2768374.271,3087658.677
Streets Cabinet,Transportation Department,Traffic Operations,Supplies & Materials,1271329.73,1724387.57,1150109.575,1336327.5
Streets Cabinet,Transportation Department,Traffic Operations,Current Charges & Obligations,5407.6,1855.34,3705,2968
Streets Cabinet,Transportation Department,Traffic Operations,Equipment,284989.99,843508.82,431258.79,620982.65
Streets Cabinet,Transportation Department,Parking Clerk,Personnel Services,2995049.75,2886578.73,3219209.111,3170516.205
Streets Cabinet,Transportation Department,Parking Clerk,Contractual Services,4728065.86,4637190.6,4508843,4570525.06
Streets Cabinet,Transportation Department,Parking Clerk,Supplies & Materials,254602.35,257096.8,214280,214280
Streets Cabinet,Transportation Department,Parking Clerk,Current Charges & Obligations,2365.75,3389.51,2001,1253
Streets Cabinet,Transportation Department,Parking Clerk,Equipment,14054.44,29220.35,6000,6000
Planning Cabinet,Planning & Design,Planning & Design Admin,Personnel Services,#Missing,#Missing,#Missing,421126.4943
Planning Cabinet,Planning & Design,Planning & Design Admin,Contractual Services,#Missing,#Missing,#Missing,20000
Planning Cabinet,Planning & Design,Planning & Design Admin,Supplies & Materials,#Missing,#Missing,#Missing,5000
Planning Cabinet,Planning & Design,Planning & Design Admin,Equipment,#Missing,#Missing,#Missing,5000
Non-Mayoral Departments,City Clerk,Legislative Support,Personnel Services,362193.01,378408.6,494562.2642,494334.2711
Non-Mayoral Departments,City Clerk,Legislative Support,Contractual Services,12099.11,24621.9,223482,15194
Non-Mayoral Departments,City Clerk,Legislative Support,Supplies & Materials,5996.21,7973.96,8949,8949
Non-Mayoral Departments,City Clerk,Legislative Support,Current Charges & Obligations,#Missing,474.81,0,#Missing
Non-Mayoral Departments,City Clerk,Legislative Support,Equipment,#Missing,16439.81,#Missing,0
Non-Mayoral Departments,City Clerk,Document Filing,Personnel Services,485279.35,500330.29,512716.9136,559289.9565
Non-Mayoral Departments,City Clerk,Document Filing,Contractual Services,6825.94,9717.72,10653.34,17756.01
Non-Mayoral Departments,City Clerk,Document Filing,Supplies & Materials,10387.84,6497.45,6161,6160.67
Non-Mayoral Departments,City Clerk,Document Filing,Current Charges & Obligations,425.73,751.35,426,751.35
Non-Mayoral Departments,City Clerk,Document Filing,Equipment,#Missing,#Missing,0,#Missing
Non-Mayoral Departments,City Clerk,Archives,Personnel Services,410578.59,440521.94,456147.5284,468749.3678
Non-Mayoral Departments,City Clerk,Archives,Contractual Services,55591.8,50713.64,62274,67561
Non-Mayoral Departments,City Clerk,Archives,Supplies & Materials,651.22,5566.48,5498,5498
Non-Mayoral Departments,City Clerk,Archives,Current Charges & Obligations,855,120,2905,2905
Non-Mayoral Departments,City Clerk,Archives,Equipment,13936,#Missing,0,#Missing
Non-Mayoral Departments,City Council,City Council Administration,Personnel Services,384477.31,321458.76,392330.3077,447204.3
Non-Mayoral Departments,City Council,City Council Administration,Contractual Services,97576.18,111135.29,56000,51500
Non-Mayoral Departments,City Council,City Council Administration,Supplies & Materials,11413.83,14879.95,39000,44000
Non-Mayoral Departments,City Council,City Council Administration,Current Charges & Obligations,2480.61,6695.9,15100,14000
Non-Mayoral Departments,City Council,City Council Administration,Equipment,#Missing,#Missing,57500,0
Non-Mayoral Departments,City Council,City Councilors,Personnel Services,4412763.76,4803049.61,6173791.891,6168947.993
Non-Mayoral Departments,City Council,City Councilors,Contractual Services,31243.68,30932.88,345600,368100
Non-Mayoral Departments,City Council,City Councilors,Supplies & Materials,1377.9,3384.96,#Missing,#Missing
Non-Mayoral Departments,City Council,City Councilors,Current Charges & Obligations,5544.82,5332.65,6000,4829
Non-Mayoral Departments,City Council,City Councilors,Equipment,23805.38,8475.64,20500,28000
Non-Mayoral Departments,City Council,Legislative Financial Support,Personnel Services,587979.25,638291.08,548877.3876,849539.2353
Non-Mayoral Departments,City Council,Legislative Financial Support,Contractual Services,-200,#Missing,5500,5500
Non-Mayoral Departments,City Council,Legislative Financial Support,Supplies & Materials,#Missing,#Missing,500,500
Non-Mayoral Departments,City Council,Legislative Financial Support,Current Charges & Obligations,6914.3,7014.7,18200,19920
Non-Mayoral Departments,City Council,Legislative Financial Support,Equipment,23050,22685.33,10000,60000
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Personnel Services,291856.24,302440.84,313391.1697,318486.3472
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Contractual Services,1608.09,1735.66,4350,4350
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Supplies & Materials,25.43,37.4,525,525
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Current Charges & Obligations,#Missing,47.79,250,250
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Equipment,#Missing,858,2125,2125
Other,Pensions,Pensions,Other Expenses,"292,088,778.00","323,684,235.00","353,855,931.00","390,532,774.35"
Other,Debt Service,Debt Service,Other Expenses,#Missing,#Missing,1454545,#Missing
Other,Debt Service,Debt Service,Fixed Expenses,"172,304,216.65","184,271,922.52","216,702,554.00","248,342,653.00"
Other,Charter School Tuition,Charter School Tuition,Other Expenses,"217,698,388.00","229,842,219.00","264,498,438.00","280,416,126.00"
Other,MBTA,MBTA,Other Expenses,93345107,94117010,93613189,95283193
Other,Other State Assessments,Other State Assessments,Other Expenses,5331228,5728581,6250334,6729857
Other,Suffolk County Sheriff Dept,Suffolk County Sheriff Dept,Other Expenses,"3,845,609.00","2,898,233.00","2,898,233.00","2,888,636.00"
Other,Reserve,Reserve,Other Expenses, #Missing ,"2,250,273.73","2,069,422.00","2,500,000.00"
Other,Annual Audit Costs,Annual Audit Costs,Other Expenses,142850,708203,750000,750000
Other,Housing Trust Fund,Housing Trust Fund,Other Expenses,576195.84,525404.86,618000,618000
Other,Reserve for Collective Bargaining City,Reserve for Collective Bargaining City,Personnel Services,14000000,52000000,36185938,76212679
Other,OPEB,OPEB,Other Expenses,40000000,40000000,40000000,40000000
Other,Risk Retention Reserve,Risk Retention Reserve,Other Expenses,2500000,3800000,2500000,2500000
Other,Tax Title,Tax Title,Other Expenses,#Missing,#Missing,600000,600000
